DATA,CO_ID,CL_ID,CL_GENERO,CL_EC,CL_FHL,CL_SEG,PR_ID,PR_CAT,PR_NOME
,759638,277,F,1,3,B,209,Alimentos,Cogumelos
,759684,66,M,3,3,B,98,Limpeza,Desengordurante
,759745,710,F,3,1,C,132,Higiene,Sabonete
,759781,755,M,3,4,B,220,Alimentos,Batata
,759846,859,M,1,0,B,199,Alimentos,Doce
,759878,791,F,1,0,B,3,Alimentos,Abacate
,759879,72,F,2,0,A,106,Limpeza,Odorizador
,759962,16,M,1,4,C,164,Acessorios,Mordedor
,759999,19,F,2,2,C,190,Higiene,Gel
,760051,879,M,2,2,C,162,Limpeza,Odorizador
,760061,813,F,4,0,C,14,Alimentos,Batata
,760100,854,F,5,1,C,98,Limpeza,Desengordurante
,760199,870,F,1,0,B,149,Alimentos,Queijo Mussarela
,760265,566,F,4,0,B,107,Outros,#N/D
,760338,148,M,3,4,A,105,Limpeza,Lustra Moveis
,760429,496,F,2,0,B,117,Pet,Racao Seca Para Gatos
,760432,984,F,4,3,B,126,Higiene,Talco
,760449,186,M,2,4,C,105,Limpeza,Lustra Moveis
,760452,37,M,3,0,B,196,Higiene,Escova De Dente
,760529,982,M,4,3,B,92,Higiene,Tinturas
,760623,833,F,1,4,B,220,Alimentos,Batata
,760711,727,M,4,2,C,222,Limpeza,Balde
2022-02-05,760743,861,M,3,0,B,111,Limpeza,Sabao Em Po
2022-02-05,760769,86,F,4,3,C,97,Limpeza,Cera
2022-02-05,760823,889,F,3,4,B,14,Alimentos,Batata
2022-02-05,760911,971,F,1,2,A,2,Acessorios,Mordedor
2022-02-05,761006,372,M,1,4,B,32,Alimentos,Hambuguer
2022-02-05,761028,398,F,4,1,B,24,Alimentos,Copa Suina
2022-02-05,761065,173,F,1,0,B,7,Alimentos,Almondega
2022-02-05,761137,41,M,3,0,C,36,Alimentos,Lata De Milho
2022-02-05,761151,96,F,1,1,C,220,Alimentos,Batata
2022-02-05,761198,783,F,1,0,B,136,Alimentos,Ricota
2022-02-05,761212,528,M,2,2,C,57,Alimentos,Requeijao
2022-02-05,761277,889,F,3,4,B,30,Alimentos,File De Peixe
2022-02-05,761358,653,M,2,0,C,172,Limpeza,Lustra Moveis
2022-02-05,761439,857,F,2,2,B,139,Limpeza,Removedor
2022-02-05,761534,435,F,2,0,C,29,Alimentos,Feijao
2022-02-05,761594,406,M,2,4,C,205,Alimentos,Coxa E Sobrecoxa De Frango
2022-02-05,761643,565,F,1,2,B,226,Alimentos,Arroz Integral
2022-02-05,761690,451,M,3,0,C,178,Higiene,Lenco Umedecido
2022-02-05,761774,569,M,1,1,A,1,Acessorios,Chupeta
2022-02-05,761791,358,F,3,0,C,157,Alimentos,Papinha Infantil
2022-02-05,761877,449,F,2,3,B,104,Limpeza,Limpador Perfumado
2022-02-05,761947,737,F,2,1,C,170,Alimentos,Macarrao Instantaneo
2022-02-05,761949,155,F,2,0,B,21,Alimentos,Cenoura
2022-02-05,762035,247,M,1,0,B,91,Higiene,Talco
2022-02-05,762048,208,M,3,0,B,174,Limpeza,Limpador Perfumado
2022-02-05,762074,133,F,2,0,B,214,Alimentos,Cebola
2022-02-05,762076,845,F,3,3,C,91,Higiene,Talco
2022-02-05,762158,411,F,2,0,B,116,Pet,Racao Seca Para Caes
2022-02-05,762236,400,F,4,1,C,117,Pet,Racao Seca Para Gatos
2022-02-05,762295,617,F,4,3,C,183,Alimentos,Ketchup
2022-02-05,762320,993,M,5,1,B,215,Alimentos,Cafe
2022-02-05,762328,307,M,1,0,B,47,Alimentos,Mortadela
2022-02-05,762425,535,M,4,0,A,132,Higiene,Sabonete
2022-02-05,762524,687,M,2,3,C,10,Alimentos,Atum
2022-02-05,762530,51,F,3,0,B,113,Limpeza,Tira Mancha
2022-02-05,762549,207,F,3,0,B,84,Higiene,Papel Higienico
2022-02-05,762570,897,M,2,1,C,126,Higiene,Talco
2022-02-05,762623,363,F,1,0,B,59,Alimentos,Salgadinho
2022-02-05,762650,52,F,1,0,A,188,Alimentos,Hambuguer
2022-02-05,762747,614,F,4,1,B,86,Higiene,Preservativo
2022-02-05,762751,36,F,3,0,C,74,Higiene,Enxaguante Bucal
2022-02-05,762808,159,M,1,0,C,224,Alimentos,Azeite
2022-02-05,762824,729,M,3,0,B,180,Alimentos,Leite
2022-02-05,762841,700,F,4,2,C,204,Higiene,Creme
2022-02-05,762869,105,F,4,0,C,41,Alimentos,Macarrao
2022-02-05,762885,806,F,2,3,B,54,Alimentos,Presunto Cozido
2022-02-05,762955,901,F,4,1,B,203,Alimentos,Danette
2022-02-05,763031,262,M,1,2,B,77,Higiene,Fixador
2022-02-05,763034,216,F,1,2,B,22,Alimentos,Cha
2022-02-05,763043,968,F,1,0,B,95,Limpeza,Amaciante
2022-02-05,763097,880,M,3,2,B,65,Bebidas,Energetico
2022-02-05,763162,821,F,2,3,B,9,Alimentos,Arroz Integral
2022-02-05,763240,65,M,4,0,B,92,Higiene,Tinturas
2022-02-05,763317,722,F,4,0,B,3,Alimentos,Abacate
2022-02-05,763396,384,F,3,2,C,65,Bebidas,Energetico
2022-02-05,763448,177,F,3,2,C,130,Alimentos,Salgadinhos De Milho
2022-02-05,763491,511,F,1,0,B,173,Alimentos,Linguica
2022-02-05,763547,793,M,1,3,B,205,Alimentos,Coxa E Sobrecoxa De Frango
2022-02-05,763568,364,F,4,2,C,165,Alimentos,Molho Barbecue
2022-02-05,763579,451,M,3,0,C,33,Alimentos,Iogurte
2022-02-05,763643,236,M,2,2,C,92,Higiene,Tinturas
2022-02-05,763650,55,F,3,0,B,49,Alimentos,Palmito
2022-02-05,763664,579,F,3,0,B,59,Alimentos,Salgadinho
2022-02-05,763695,63,F,3,0,B,180,Alimentos,Leite
2022-02-05,763771,993,M,5,1,B,165,Alimentos,Molho Barbecue
2022-02-05,763772,192,F,4,0,B,223,Alimentos,Azeitona
2022-02-05,763828,773,M,4,0,B,221,Alimentos,Banana
2022-02-11,763844,170,F,4,2,B,92,Higiene,Tinturas
2022-02-11,763879,445,M,2,0,B,46,Alimentos,Molho Barbecue
2022-02-11,763970,244,M,4,0,B,207,Alimentos,Copa Suina
2022-02-11,764052,465,F,3,0,B,204,Higiene,Creme
2022-02-11,764104,574,F,2,2,B,137,Alimentos,Requeijao
2022-02-11,764124,56,F,2,3,B,47,Alimentos,Mortadela
2022-02-11,764191,599,F,1,4,C,205,Alimentos,Coxa E Sobrecoxa De Frango
2022-02-11,764228,934,F,2,2,B,2,Acessorios,Mordedor
2022-02-11,764302,930,F,4,1,B,55,Alimentos,Queijo De Cabra
2022-02-11,764373,963,M,3,0,B,103,Limpeza,Limpador Multiuso
2022-02-11,764444,941,M,2,3,B,189,Alimentos,Granola
2022-02-11,764494,762,F,2,0,B,80,Higiene,Hastes Flexiveis
2022-02-11,764506,193,F,4,0,B,118,Pet,Racao Umida Para Caes
2022-02-11,764605,712,F,2,3,B,141,Bebidas,Refrigerante Limao
2022-02-11,764639,816,M,4,0,C,136,Alimentos,Ricota
2022-02-11,764663,465,F,3,0,B,214,Alimentos,Cebola
2022-02-11,764757,191,M,3,0,B,94,Limpeza,Alcool
2022-02-11,764849,239,M,4,2,C,134,Limpeza,Sabao
2022-02-11,764882,328,M,2,0,B,223,Alimentos,Azeitona
2022-02-11,764948,415,F,3,0,B,142,Bebidas,Refrigerante Laranja
2022-02-11,764962,264,F,4,1,B,150,Alimentos,Queijo De Cabra
2022-02-11,764967,119,F,3,2,B,185,Limpeza,Inseticida
2022-02-11,764988,330,F,1,0,B,24,Alimentos,Copa Suina
2022-02-11,765071,91,M,3,0,B,205,Alimentos,Coxa E Sobrecoxa De Frango
2022-02-11,765118,315,F,3,0,B,127,Alimentos,Snacks
2022-02-11,765180,66,M,3,3,B,206,Alimentos,Coracao De Frango
2022-02-11,765242,240,M,4,0,B,131,Alimentos,Salgadinho
2022-02-11,765323,694,M,4,0,C,100,Limpeza,Detergente
2022-02-11,765331,143,F,1,4,B,218,Alimentos,Bife De Coxao Mole
2022-02-11,765337,923,F,2,4,C,64,Alimentos,Uva
2022-02-11,765394,786,F,1,4,C,151,Higiene,Protetor Solar
2022-02-11,765443,195,M,4,0,B,47,Alimentos,Mortadela
2022-02-11,765513,444,F,2,0,B,226,Alimentos,Arroz Integral
2022-02-11,765560,500,M,3,2,C,136,Alimentos,Ricota
2022-02-11,765600,291,F,3,0,C,100,Limpeza,Detergente
,765662,530,F,1,0,A,1,Acessorios,Chupeta
,765758,810,M,1,0,B,150,Alimentos,Queijo De Cabra
,765807,395,F,4,1,B,119,Pet,Racao Umida Para Gatos
,765864,871,F,1,3,C,183,Alimentos,Ketchup
,765927,382,F,3,0,C,176,Limpeza,Limpa Vidros
,765981,16,M,1,4,C,31,Alimentos,Granola
,766062,858,F,4,2,C,9,Alimentos,Arroz Integral
,766144,174,M,4,3,C,156,Higiene,Pasta De Dente
,766158,571,F,2,0,B,70,Bebidas,Refrigerante Outros
,766190,964,M,2,0,B,40,Alimentos,Linguica
,766268,947,F,3,1,B,96,Limpeza,Balde
,766328,964,M,2,0,B,119,Pet,Racao Umida Para Gatos
,766410,800,M,1,0,C,2,Acessorios,Mordedor
,766476,402,M,2,0,C,25,Alimentos,Coracao De Frango
,766494,300,F,1,3,C,197,Higiene,Enxaguante Bucal
,766567,259,M,1,1,B,68,Bebidas,Refrigerante Laranja
,766596,720,M,2,3,B,184,Alimentos,Iogurte
,766597,503,F,2,1,B,188,Alimentos,Hambuguer
,766657,186,M,2,4,C,107,Outros,#N/D
,766699,223,F,3,0,B,224,Alimentos,Azeite
,766729,411,F,2,0,B,51,Alimentos,Papinha Infantil
,766756,432,F,1,0,C,31,Alimentos,Granola
,766776,721,M,3,2,C,11,Alimentos,Azeite
,766860,603,M,3,0,B,108,Limpeza,Removedor
,766897,9,F,2,0,B,105,Limpeza,Lustra Moveis
,766987,719,M,1,0,B,197,Higiene,Enxaguante Bucal
,767035,960,F,4,2,B,15,Alimentos,Batata Doce
,767106,29,M,2,0,B,216,Alimentos,Brocolis
,767152,141,M,3,4,B,125,Higiene,Tinturas
,767190,665,M,1,4,B,90,Higiene,Shampoo
,767238,402,M,2,0,C,46,Alimentos,Molho Barbecue
,767293,260,F,2,0,C,207,Alimentos,Copa Suina
,767368,996,F,1,4,B,179,Alimentos,Leite Condensado
,767445,703,M,1,3,B,229,Alimentos,Almondega
,767494,320,M,3,4,B,2,Acessorios,Mordedor
,767581,469,M,4,2,C,174,Limpeza,Limpador Perfumado
,767642,824,F,1,0,B,168,Alimentos,Mamao Papaya
,767667,143,F,1,4,B,166,Higiene,Modelador
,767704,756,F,1,4,B,145,Pet,Racao Umida Para Gatos
,767779,493,M,2,4,B,229,Alimentos,Almondega
,767783,696,M,2,0,B,118,Pet,Racao Umida Para Caes
,767807,577,M,4,0,C,52,Alimentos,Pate
,767874,567,F,1,0,C,163,Alimentos,Mortadela
,767897,278,F,3,2,C,141,Bebidas,Refrigerante Limao
,767995,684,F,3,0,C,182,Alimentos,Lata De Ervilha
,768022,695,M,2,0,A,100,Limpeza,Detergente
,768038,839,F,1,3,B,45,Alimentos,Manga
,768132,85,M,1,0,B,127,Alimentos,Snacks
,768136,601,M,4,0,A,182,Alimentos,Lata De Ervilha
,768192,78,M,1,0,B,165,Alimentos,Molho Barbecue
,768222,340,M,3,4,B,65,Bebidas,Energetico
,768262,368,M,4,0,C,22,Alimentos,Cha
,768306,949,M,1,0,B,79,Higiene,Gel
,768350,977,M,1,0,C,24,Alimentos,Copa Suina
,768440,439,F,3,0,B,41,Alimentos,Macarrao
,768495,47,F,4,0,B,145,Pet,Racao Umida Para Gatos
,768529,723,M,4,0,B,20,Alimentos,Cebola
,768608,745,F,1,2,B,32,Alimentos,Hambuguer
,768621,350,F,5,1,B,43,Alimentos,Mamao Papaya
,768675,639,M,2,0,C,203,Alimentos,Danette
,768703,216,F,1,2,B,147,Pet,Racao Seca Para Gatos
,768739,871,F,1,3,C,198,Bebidas,Energetico
,768781,717,F,3,0,B,113,Limpeza,Tira Mancha
,768858,472,M,2,1,C,226,Alimentos,Arroz Integral
,768955,34,M,2,0,C,168,Alimentos,Mamao Papaya
,769038,132,M,2,0,A,153,Alimentos,Presunto Cozido
,769076,792,F,2,0,B,82,Higiene,Lenco Umedecido
,769127,92,M,4,1,B,152,Alimentos,Presunto Cozido
,769176,180,M,3,4,B,7,Alimentos,Almondega
,769256,845,F,3,3,C,197,Higiene,Enxaguante Bucal
,769328,241,M,4,1,B,221,Alimentos,Banana
,769337,540,F,2,0,C,144,Bebidas,Refrigerante Cola
,769379,394,M,1,0,B,184,Alimentos,Iogurte
,769405,296,F,1,3,B,90,Higiene,Shampoo
,769457,412,M,2,0,B,212,Limpeza,Cera
,769474,322,M,2,0,B,61,Alimentos,Sardinha
,769475,584,M,3,0,B,69,Bebidas,Refrigerante Limao
,769499,132,M,2,0,A,137,Alimentos,Requeijao
,769589,27,F,1,0,B,111,Limpeza,Sabao Em Po
,769649,6,F,2,0,B,61,Alimentos,Sardinha
,769667,977,M,1,0,C,208,Higiene,Condicionador
,769759,138,F,3,2,B,97,Limpeza,Cera
,769798,419,F,2,1,B,203,Alimentos,Danette
,769868,510,F,4,0,B,74,Higiene,Enxaguante Bucal
,769920,660,F,3,0,C,10,Alimentos,Atum
,770006,14,M,1,3,B,44,Alimentos,Mamao
,770020,802,M,1,1,B,190,Higiene,Gel
,770034,353,M,1,2,B,148,Pet,Racao Seca Para Caes
,770075,703,M,1,3,B,97,Limpeza,Cera
,770159,31,F,1,0,C,22,Alimentos,Cha
,770233,643,F,4,0,C,194,Alimentos,File De Peixe
,770266,2,M,3,0,B,210,Acessorios,Chupeta
,770328,266,F,3,3,B,42,Alimentos,Macarrao Instantaneo
,770401,394,M,1,0,B,159,Alimentos,Pao De Forma
,770426,185,F,3,0,C,192,Higiene,Fixador
,770492,726,M,2,0,B,173,Alimentos,Linguica
,770572,466,F,1,0,C,114,Limpeza,Vassoura
,770600,393,F,4,0,B,3,Alimentos,Abacate
,770643,360,M,4,0,B,123,Limpeza,Tira Mancha
,770696,358,F,3,0,C,224,Alimentos,Azeite
,770722,263,M,3,0,B,74,Higiene,Enxaguante Bucal
,770726,397,F,1,0,B,178,Higiene,Lenco Umedecido
,770809,195,M,4,0,B,188,Alimentos,Hambuguer
,770819,577,M,4,0,C,90,Higiene,Shampoo
,770912,775,F,2,3,B,177,Alimentos,Limao
,770993,848,F,5,3,A,68,Bebidas,Refrigerante Laranja
,771067,643,F,4,0,C,188,Alimentos,Hambuguer
,771069,264,F,4,1,B,156,Higiene,Pasta De Dente
,771156,520,M,1,0,B,98,Limpeza,Desengordurante
,771252,610,M,2,0,B,5,Alimentos,Achocolatado
,771273,792,F,2,0,B,203,Alimentos,Danette
,771327,31,F,1,0,C,199,Alimentos,Doce
,771350,173,F,1,0,B,69,Bebidas,Refrigerante Limao
,771411,144,M,1,0,B,145,Pet,Racao Umida Para Gatos
,771461,597,M,3,0,C,60,Alimentos,Salgadinhos De Milho
,771538,637,F,1,0,B,76,Higiene,Fio Dental
,771579,515,M,4,0,A,126,Higiene,Talco
,771630,796,M,2,3,B,10,Alimentos,Atum
,771656,305,F,4,0,B,193,Higiene,Fio Dental
,771753,763,F,4,0,B,28,Alimentos,Doce
,771826,442,F,3,2,B,187,Higiene,Hastes Flexiveis
,771835,463,M,3,3,B,219,Alimentos,Batata Doce
,771862,530,F,1,0,A,136,Alimentos,Ricota
,771939,314,F,1,1,A,215,Alimentos,Cafe
,771944,69,M,4,3,A,137,Alimentos,Requeijao
,771999,531,F,3,1,B,178,Higiene,Lenco Umedecido
,772086,305,F,4,0,B,8,Alimentos,Arroz
,772126,926,M,1,0,B,124,Limpeza,Tira Limo
,772143,469,M,4,2,C,225,Alimentos,Atum
,772195,531,F,3,1,B,137,Alimentos,Requeijao
,772273,382,F,3,0,C,135,Limpeza,Rodo
,772306,136,F,2,1,B,70,Bebidas,Refrigerante Outros
,772327,853,M,5,2,A,177,Alimentos,Limao
,772358,325,M,1,3,B,43,Alimentos,Mamao Papaya
,772389,344,M,3,0,B,106,Limpeza,Odorizador
,772460,347,F,4,0,B,143,Bebidas,Refrigerante Guarana
,772476,96,F,1,1,C,140,Bebidas,Refrigerante Outros
,772479,878,F,4,3,C,48,Alimentos,Ovos
,772494,222,F,4,0,B,224,Alimentos,Azeite
,772587,830,F,5,1,B,168,Alimentos,Mamao Papaya
,772666,291,F,3,0,C,196,Higiene,Escova De Dente
,772739,613,F,3,0,B,58,Alimentos,Ricota
,772797,631,M,1,4,C,19,Alimentos,Cafe
,772805,957,M,2,3,B,208,Higiene,Condicionador
,772882,150,M,1,4,B,5,Alimentos,Achocolatado
,772940,685,F,4,0,B,56,Alimentos,Queijo Mussarela
,773038,897,M,2,1,C,74,Higiene,Enxaguante Bucal
,773094,887,F,3,0,B,10,Alimentos,Atum
,773139,83,M,1,4,B,125,Higiene,Tinturas
,773207,937,M,3,4,C,88,Higiene,Repelente
,773295,397,F,1,0,B,108,Limpeza,Removedor
,773339,602,M,3,0,B,117,Pet,Racao Seca Para Gatos
,773340,406,M,2,4,C,31,Alimentos,Granola
,773384,854,F,5,1,C,200,Limpeza,Detergente
,773437,434,M,1,4,B,197,Higiene,Enxaguante Bucal
,773461,770,M,2,3,B,222,Limpeza,Balde
,773533,325,M,1,3,B,201,Limpeza,Desinfetante
,773568,149,M,1,3,A,137,Alimentos,Requeijao
,773622,975,F,3,0,B,43,Alimentos,Mamao Papaya
,773642,176,F,2,0,B,222,Limpeza,Balde
,773645,867,M,2,3,B,202,Limpeza,Desengordurante
,773656,755,M,3,4,B,97,Limpeza,Cera
,773724,194,F,4,0,B,62,Alimentos,Snacks
,773814,210,M,2,2,C,124,Limpeza,Tira Limo
,773865,39,M,2,0,C,7,Alimentos,Almondega
,773949,659,F,2,2,B,60,Alimentos,Salgadinhos De Milho
,773957,61,M,1,2,B,146,Pet,Racao Umida Para Caes
,773980,478,M,1,4,A,205,Alimentos,Coxa E Sobrecoxa De Frango
,774005,769,F,3,3,C,141,Bebidas,Refrigerante Limao
,774094,473,F,4,3,B,134,Limpeza,Sabao
,774119,873,F,3,0,B,210,Acessorios,Chupeta
,774151,90,F,2,2,B,123,Limpeza,Tira Mancha
,774226,966,F,4,2,B,115,Pet,Alimento Para Passaro
,774276,980,F,1,0,B,117,Pet,Racao Seca Para Gatos
,774322,333,F,2,0,C,123,Limpeza,Tira Mancha
,774335,303,M,3,4,B,161,Alimentos,Ovos
,774424,933,M,2,2,B,113,Limpeza,Tira Mancha
,774522,674,M,4,1,B,51,Alimentos,Papinha Infantil
,774555,430,F,4,1,B,171,Alimentos,Macarrao
,774649,390,F,2,0,B,172,Limpeza,Lustra Moveis
,774710,278,F,3,2,C,177,Alimentos,Limao
,774755,561,M,2,0,B,189,Alimentos,Granola
,774838,460,F,1,3,B,162,Limpeza,Odorizador
,774878,861,M,3,0,B,49,Alimentos,Palmito
,774973,302,F,4,3,C,180,Alimentos,Leite
,774991,358,F,3,0,C,204,Higiene,Creme
,775065,82,F,1,1,C,77,Higiene,Fixador
,775113,80,F,2,1,C,174,Limpeza,Limpador Perfumado
,775149,896,M,3,0,B,93,Limpeza,Agua Sanitaria
,775171,738,M,1,0,C,183,Alimentos,Ketchup
,775248,114,F,3,3,B,2,Acessorios,Mordedor
,775252,351,F,2,2,B,101,Limpeza,Inseticida
,775273,426,F,3,0,C,209,Alimentos,Cogumelos
,775329,501,M,1,0,B,104,Limpeza,Limpador Perfumado
,775345,261,F,4,0,B,183,Alimentos,Ketchup
,775443,677,M,4,0,B,65,Bebidas,Energetico
,775497,614,F,4,1,B,159,Alimentos,Pao De Forma
,775593,349,M,3,0,B,24,Alimentos,Copa Suina
,775673,420,M,3,0,B,215,Alimentos,Cafe
,775707,364,F,4,2,C,177,Alimentos,Limao
,775774,757,F,4,3,C,102,Limpeza,Limpa Vidros
,775861,631,M,1,4,C,175,Limpeza,Limpador Multiuso
,775925,195,M,4,0,B,139,Limpeza,Removedor
,775937,356,M,2,4,A,126,Higiene,Talco
,776000,117,M,2,3,B,46,Alimentos,Molho Barbecue
,776010,645,F,4,0,B,2,Acessorios,Mordedor
,776045,608,F,3,0,C,35,Alimentos,Lata De Ervilha
,776121,4,M,4,0,B,117,Pet,Racao Seca Para Gatos
,776151,850,M,1,0,C,198,Bebidas,Energetico
,776224,582,F,2,0,B,71,Higiene,Absorvente
,776281,455,F,2,0,C,137,Alimentos,Requeijao
,776366,968,F,1,0,B,19,Alimentos,Cafe
,776455,502,M,4,0,C,145,Pet,Racao Umida Para Gatos
,776531,232,M,3,1,B,210,Acessorios,Chupeta
,776541,311,F,4,0,C,197,Higiene,Enxaguante Bucal
,776637,453,F,1,0,B,178,Higiene,Lenco Umedecido
,776685,975,F,3,0,B,43,Alimentos,Mamao Papaya
,776710,521,F,1,0,A,70,Bebidas,Refrigerante Outros
,776760,158,M,3,0,B,24,Alimentos,Copa Suina
,776772,944,F,3,1,B,170,Alimentos,Macarrao Instantaneo
,776838,878,F,4,3,C,11,Alimentos,Azeite
,776897,656,M,2,0,C,104,Limpeza,Limpador Perfumado
,776973,342,M,3,0,B,86,Higiene,Preservativo
,777051,60,F,2,3,B,156,Higiene,Pasta De Dente
,777117,38,M,3,0,B,200,Limpeza,Detergente
,777197,517,F,3,1,B,224,Alimentos,Azeite
,777283,547,F,3,4,C,151,Higiene,Protetor Solar
,777344,512,M,4,0,B,43,Alimentos,Mamao Papaya
,777359,795,F,4,2,B,96,Limpeza,Balde
,777421,122,M,3,3,B,92,Higiene,Tinturas
,777500,307,M,1,0,B,53,Alimentos,Presunto Cozido
,777557,809,F,3,3,B,167,Alimentos,Manga
,777615,605,M,4,2,B,199,Alimentos,Doce
,777685,77,F,4,1,B,129,Alimentos,Sardinha
,777693,362,F,3,0,B,170,Alimentos,Macarrao Instantaneo
,777772,464,M,2,2,B,1,Acessorios,Chupeta
,777841,67,M,1,0,B,181,Alimentos,Lata De Milho
,777890,747,M,1,0,B,177,Alimentos,Limao
,777936,377,F,1,0,B,123,Limpeza,Tira Mancha
,778001,971,F,1,2,A,25,Alimentos,Coracao De Frango
,778069,546,F,4,0,B,58,Alimentos,Ricota
,778143,692,F,4,0,B,54,Alimentos,Presunto Cozido
,778160,880,M,3,2,B,63,Alimentos,Tomate
,778201,272,M,4,3,C,44,Alimentos,Mamao
,778267,595,M,1,0,B,188,Alimentos,Hambuguer
,778349,972,M,4,0,C,224,Alimentos,Azeite
,778431,365,M,4,0,A,50,Alimentos,Pao De Forma
,778470,987,F,1,0,B,20,Alimentos,Cebola
,778516,514,M,4,0,C,75,Higiene,Escova De Dente
,778522,442,F,3,2,B,223,Alimentos,Azeitona
,778583,813,F,4,0,C,19,Alimentos,Cafe
,778659,666,F,2,2,B,224,Alimentos,Azeite
,778693,579,F,3,0,B,99,Limpeza,Desinfetante
,778765,786,F,1,4,C,210,Acessorios,Chupeta
,778795,717,F,3,0,B,47,Alimentos,Mortadela
,778845,291,F,3,0,C,202,Limpeza,Desengordurante
,778935,886,F,5,1,B,118,Pet,Racao Umida Para Caes
,778962,298,F,4,0,C,43,Alimentos,Mamao Papaya
,778987,967,F,1,0,B,84,Higiene,Papel Higienico
,779073,947,F,3,1,B,62,Alimentos,Snacks
,779101,137,F,4,1,B,179,Alimentos,Leite Condensado
,779149,904,M,1,2,B,48,Alimentos,Ovos
,779163,836,F,2,0,B,40,Alimentos,Linguica
,779206,799,M,4,3,C,200,Limpeza,Detergente
,779293,671,M,2,0,C,29,Alimentos,Feijao
,779369,127,F,4,2,C,65,Bebidas,Energetico
,779394,121,F,1,2,B,159,Alimentos,Pao De Forma
,779452,680,F,3,0,C,84,Higiene,Papel Higienico
,779453,830,F,5,1,B,84,Higiene,Papel Higienico
,779543,504,M,3,0,B,106,Limpeza,Odorizador
,779570,265,M,2,3,B,86,Higiene,Preservativo
2022-03-02,779604,405,F,4,0,B,129,Alimentos,Sardinha
2022-03-02,779628,782,M,3,3,B,214,Alimentos,Cebola
2022-03-02,779691,212,F,2,1,B,170,Alimentos,Macarrao Instantaneo
2022-03-02,779699,714,M,1,0,B,148,Pet,Racao Seca Para Caes
2022-03-02,779793,840,F,3,3,C,127,Alimentos,Snacks
2022-03-02,779874,758,F,3,0,B,51,Alimentos,Papinha Infantil
2022-03-02,779878,751,F,2,0,B,41,Alimentos,Macarrao
2022-03-02,779957,357,M,2,2,C,156,Higiene,Pasta De Dente
2022-03-02,780036,206,F,3,1,C,109,Limpeza,Rodo
2022-03-02,780096,356,M,2,4,A,190,Higiene,Gel
2022-03-02,780107,688,M,1,1,A,69,Bebidas,Refrigerante Limao
2022-03-02,780164,539,M,2,0,C,174,Limpeza,Limpador Perfumado
2022-03-02,780181,494,F,5,1,C,113,Limpeza,Tira Mancha
2022-03-02,780271,800,M,1,0,C,47,Alimentos,Mortadela
2022-03-02,780308,605,M,4,2,B,81,Higiene,Hidratante
2022-03-02,780397,290,F,1,0,B,157,Alimentos,Papinha Infantil
2022-03-02,780450,835,F,1,0,A,15,Alimentos,Batata Doce
2022-03-02,780460,742,M,1,1,C,206,Alimentos,Coracao De Frango
2022-03-02,780522,960,F,4,2,B,42,Alimentos,Macarrao Instantaneo
2022-03-02,780608,139,F,3,3,B,130,Alimentos,Salgadinhos De Milho
2022-03-02,780635,218,M,4,0,B,65,Bebidas,Energetico
2022-03-02,780697,51,F,3,0,B,87,Higiene,Protetor Solar
2022-03-02,780733,821,F,2,3,B,1,Acessorios,Chupeta
2022-03-02,780786,378,F,2,0,C,206,Alimentos,Coracao De Frango
2022-03-02,780870,163,F,3,0,A,83,Higiene,Modelador
2022-03-02,780909,330,F,1,0,B,200,Limpeza,Detergente
2022-03-02,780928,888,F,4,2,B,85,Higiene,Pasta De Dente
2022-03-02,780960,176,F,2,0,B,186,Higiene,Hidratante
2022-03-02,781053,82,F,1,1,C,131,Alimentos,Salgadinho
2022-03-02,781077,75,M,1,0,B,42,Alimentos,Macarrao Instantaneo
2022-03-02,781163,371,F,4,0,B,221,Alimentos,Banana
2022-03-02,781242,51,F,3,0,B,118,Pet,Racao Umida Para Caes
2022-03-02,781243,555,M,4,3,A,66,Bebidas,Refrigerante Cola
2022-03-02,781245,458,F,3,4,C,169,Alimentos,Mamao
2022-03-02,781330,255,M,4,0,B,24,Alimentos,Copa Suina
2022-03-02,781359,902,F,2,1,B,23,Alimentos,Cogumelos
2022-03-02,781447,237,F,4,3,C,191,Higiene,Fralda
2022-03-02,781545,519,M,2,4,B,91,Higiene,Talco
2022-03-02,781556,139,F,3,3,B,132,Higiene,Sabonete
2022-03-02,781586,939,M,2,1,C,111,Limpeza,Sabao Em Po
2022-03-02,781620,548,F,4,0,C,220,Alimentos,Batata
2022-03-02,781625,870,F,1,0,B,83,Higiene,Modelador
2022-03-02,781705,310,M,4,3,C,119,Pet,Racao Umida Para Gatos
2022-03-02,781780,336,F,1,0,C,180,Alimentos,Leite
2022-03-02,781807,522,M,1,2,A,16,Alimentos,Bife De Coxao Mole
2022-03-02,781872,101,F,1,0,C,82,Higiene,Lenco Umedecido
2022-03-02,781892,962,M,3,4,B,40,Alimentos,Linguica
2022-03-02,781950,361,F,1,0,C,128,Higiene,Shampoo
2022-03-02,782007,743,M,1,3,C,167,Alimentos,Manga
2022-03-02,782069,60,F,2,3,B,141,Bebidas,Refrigerante Limao
2022-03-02,782164,771,F,4,0,B,173,Alimentos,Linguica
2022-03-02,782179,833,F,1,4,B,94,Limpeza,Alcool
2022-03-02,782184,220,M,1,0,B,220,Alimentos,Batata
2022-03-02,782225,140,F,1,0,C,81,Higiene,Hidratante
2022-03-02,782227,803,F,2,0,A,218,Alimentos,Bife De Coxao Mole
